x,y
30.93966718130001,15.2593928553
23.621798341799998,22.6232705414
26.2020034342,20.8474598713
43.6433755824,23.2971844825
49.694458514,48.7661755776
30.977890207199998,16.076565687000002
68.132161143,86.0675247797
68.0408847674,85.3394571936
65.645503436,87.2918504334
32.8297271662,12.282652763800002
55.0539016141,47.5992683796
64.19763189689999,68.5994512813
63.114878862,89.9721224683
68.1117371151,85.0547042799
56.6346969092,41.669773425900004
38.5517783761,28.538531178099998
31.7157984207,5.75024114931
47.12559239390001,54.2823884545
29.2961379299,16.995636383
40.0916962169,6.62374049947
61.099088288500006,71.7290159032
62.8541038017,70.0174747914
66.5038082378,66.6054813172
59.270264561400005,71.451220034
66.1612742032,86.8117730528
33.2828248518,12.6955341432
46.1253077991,56.4945993755
42.886621415,24.2543164086
33.902140494899996,12.1566055773
24.9826180956,1.42501885326
38.9023932674,28.21067596
34.496824593,32.8011871091
34.6663161324,10.939904154
36.7065432625,29.8584757815
66.6844639145,66.34585100449999
39.8472940631,63.0831101669
55.0941567565,77.9901832982
30.465964073800002,15.9591937158
56.4089386137,76.55559866819999
27.154621335799998,19.9899026727
49.595206509099995,48.8744017207
55.545818732700006,45.510151389399994
26.7353376031,18.2035304507
78.60138874649999,74.6858848252
66.4838645267,87.71856327639999
28.112071096199998,38.9813662933
61.7240923513,71.2439148942
41.7645933866,25.3691805647
52.9308124522,79.8249061771
66.4351189589,87.7209447856
69.0524097506,83.9176191042
43.0183805425,59.593172934399995
54.2889249188,78.6587620461
27.8589904323,12.023658790499999
32.4956587099,34.4073441852
37.4710362421,9.505726545089999
32.4244054893,14.4566200432
64.76579921359999,68.2613206424
55.6674244265,45.9138843376
30.4627297098,16.3162541694
55.145443246899994,78.1747011309
35.796089457,10.5820759202
48.2714822998,48.965475309300004
52.1431140185,48.7253194827
51.5472046729,48.911206639899994
62.3932801342,70.5487367136
49.3238873867,53.2680744315
32.0695524804,35.0866379214
60.5641361712,72.2254343613
41.8056895218,59.3661576595
42.5648135375,22.8071798115
47.2664897438,50.36623032479999
74.07285135779999,86.0103251526
62.53546421380001,70.5124191205
55.740953338699995,77.1149926394
65.4965254183,87.4509352511
33.2002589803,13.7139556749
62.8917369438,69.9894072351
29.9903955019,4.13829337337
64.1636791355,68.6116065767
